judul,perusahaan,deskripsi,label
breakdown maintenance technician,pt hli green power,requirement maximum vocational high school smk in major mechanical manufacture electrical electronics automation instrument mechatronic have an experience of working at least 2 years in technician or mechanical able to communicate in english or korean language will be an advantage have an experience of working with siemens mitsubishi plc program modification able to perform electrical maintenance and repairs able to use electrical measurement tools having knowledge about rotational machine roll to roll machinery having knowledge about piping able to use workshop tools grinding welding drill etc willing to work on 3 shift have a willingness to learn about new production technology willing to work in karawang job description  filling checklist for machine condition preventive maintenance and predictive maintenance machine troubleshooting making report of daily shift activity handle spare part room during shift 2 and shift 3 handle workshop for operator if needed working time work on 3 shift employment status contract employee benefits nett salary private insurance meal allowance transportation allowance coverage bpjs and tax deduction,asli
beauty advisor medan,pt cantik alami indonesia,tanggungjawab kerja layan langgan beri konsultasi rekomendasi produk jelas kait manfaat guna cara pakai produk pasti jaga area toko selalu rapih bersih laku stock opname hari bulan beri layan basic facial treatment customer bantu store leader kelola inventaris produk syarat tampil profesional didik minimal smu derajat alam jaga toko skincare  jual beauty products sedia ikut jam kerja shifting siap lembur ramah jujur tanggung jawab paham knowledge basic skincare bisa target jual sedia kerja hari weekend tanggal merah gabung cepat tempat mall centre point medan,asli
admin assistant,zwsoft co ltd,admin hr event duties coordinate with china hq it finance hr marketing keep records handle reports expenses assist manager on adhoc tasks compile performance data help sales with orders certs screen candidates arrange interviews solve staff issues organize trips training meetings onboard new hires introduce regulations manage equipment stock marketing communications oversee company exhibitions and offline events liaise with external suppliers printing contractors gifts qualifications 1 1 - 3 years of work experience or a fresh graduate with a bachelors degree 2 ability to make cold calls 3 proficient in english mandarin and indonesian both spoken and written 4 experience in a diverse international environment is a plus 5 proficient in ms office applications 6 strong communication and presentation skills both on the phone and in person english version resume is required on the application,asli
staff purchasing,pt asia pramulia surabaya,proses poi lampir poi minta tawar supplier kirim tawar user cek laku ecek harga beli akhir negosiasi harga minta acc tawar user kabag managemen buat po laku bayar beli terms t t in advance buat faktur uang muka koordinasi bagi finance jadwal bayar laku buka lc beli terms lc buat form aplikasi lc surat kuasa blokir kirim bukti bayar supplier memfollow up progress buat jadwal kirim barang atur kirim by sea  by air laku ecek dokumen invoice packing list bl form e insurance coa draft manifest dll laku ecek bayar pib buat faktur pib  laku clearance  keluar barang bea cukai isi form rencana datang barang spesifikasi didik minimal s1 semua jurus alam bidang purchasing procurement minimal 2 tahun industri manufaktur milik mampu bahasa asing pasif english mandarin milik mampu negosiasi analisa baik,asli
modern trade marketing administration,breylee lanbena,job description assist in the execution of trade marketing campaigns and promotional activities for modern trade channels maintain and update trade marketing databases reports and documentation coordinate with internal teams sales marketing finance supply chain to ensure smooth execution of trade programs collect and compile sales performance data from modern trade accounts prepare and analyze reports on promotions sales trends and competitor activities monitor and track the effectiveness of trade marketing initiatives ensure the availability and distribution of posm banners shelf talkers wobblers etc to modern trade stores maintain stock records for promotional materials and ensure timely replenishment coordinate with vendors or suppliers for posm production and delivery assist in tracking promotional budgets and expenses ensure all promotional claims and invoices are processed accurately and on time support in documentation and administrative tasks related to trade promotions act as a liaison between trade marketing sales and modern trade partners support in scheduling and coordinating meetings presentations and trade marketing events ensure alignment of trade marketing activities with sales and marketing strategies willingness to travel occasionally for store visits or trade events if required job requirements diploma or bachelors degree in business administration marketing or a related field 1-2 years of experience in administrative roles preferably in trade marketing modern trade or retail industry experience in fmcg skincare or beauty industries is a plus ability to manage multiple administrative tasks efficiently proficient in microsoft excel powerpoint and data analysis tools strong interpersonal skills for liaising with internal and external stakeholders ability to handle administrative challenges and find solutions proactively ability to work under deadlines and prioritize tasks effectively proficiency in mandarin is a plus,asli
inventory control staff,pt rayee international trading,gambar umum kerja sedang cari inventory control staff dedikasi gabung tim pt rayee international trading bas tangerang banten peran ini tanggung jawab pantau kelola sedia barang efektif pasti sedia produk sesuai minta posisi rupa bagi penting operasi ada industri online shop logistik khusus bidang inventaris  tanggung jawab utama laku stock opname kala pasti akurasi data sedia analis data sedia buat lapor bantu rencana ada periksa 20 sku produk hari fokus barang modal tinggi mudah rusak kirim laku hitung stok bulan buat lapor beda stok menganalisa sebab identifikasi selesai masalah kait sedia proaktif pasti simpan pindah barang sesuai prosedur tetap baru database inventaris akurat tepat waktu sesuai distribusi stok dasar data jual ecek hari stok rak tanggung jawab rapuh stok sebut terampil kualifikasi alam butuh minimal milik diploma sarjana bidang manajemen operasi logistik bidang kait milik alam minimal 2 tahun peran kontrol inventaris bidang kait paham prinsip manajemen sedia teknik simpan barang kuasa guna sistem perangkat lunak manajemen inventaris mampu analitis baik identifikasi tren pola sedia teliti orientasi detail milik mampu pecah masalah mahir guna wms odoo zoho inventory microsoft office khusus excel pivot table lookup,asli
sales staff,pt torica indonesia,input kalkulasi data forecast terima customer terima po customer input sistem issue quotation customer input po sistem kirim supplier giat sales eigyou support administrasi purchase sales,asli
video design editor officer,pt bundo kanduang busana,kamu jago edit video content tiktok ig kreatif editing video ikut trend gabung sama cotton mom video design editor officer vdo jika punya portofolio video content tarik kuasa software-software editing video gambar paham trend video viral tiktok instagram cotton mom salah satu brand pakai bayi anak indonesia sedang kembang pesat fokus hasil produk kualitas baik misi jadi usaha ipo beberapa tahun datang visi cotton mom terus laku inovasi tingkat sumber daya manusia jadi cotton mom tempat tepat tingkat karir dar kerja kembang potensi diri sama kami segera kirim cv responsibilities laku editing video design content hasil content tarik kolaborasi tim kreatif lain hasil video content tarik requirements milik alam 2-3 tahun bidang video editing milik pribadi senang senang sosial pikir kritis percaya diri dewasa milik service mindset mahir guna aplikasi editing benefit monthly incentive dasar kerja pribadi annual bonus dasar kerja usaha pribadi quarterly team celebration annual rewards trip dasar kerja usaha full employment status pegawai tetap full time 5 working day a week kerja 5 hari minggu senin hingga jumat,asli
staff administrasi data analisis,pt victor indonesia,kualifikasi  usia max 35 tahun didik minimal s1  d3 administrasi accounting bidang kait alam minimal 4 tahun bidang kait bahasa english mandarin lebih utama mahir operasi microsoft office utama excel word dll aplikasi accurate erti mahir guna excel vlookup pivot table pribadi jujur disiplin tanggung jawab motivasi tinggi kerja individu team cepat ajar kerja bawah tekan deadline tempat daerah jakarta utara,asli
purchasing,pt panca logam sukses mandiri,senang cari supplier kompeten negosiasi harga jadi purchasing officer pt panca logam sukses mandiri anda senang punya mampu negosiasi harga barang senang punya mampu cari supplier milik komunikasi efektif deskripsi kerja kontrol follow up purchase order komunikasi pihak logistik kena atur kirim maupun ambil barang buat cetak purchase order kirim supplier proses beli jalan baik sesuai jadwal spesifikasi ingin kontrol follow up bayar supplier finance pasti barang butuh stok sedia susun rencana beli aktif komunikasi semua pihak kait oleh data akurat up to date pantau terima barang susun pasti semua data beli diinput tanggung jawab atas lapor harga beli kualifikasi minimal didik d3 usia maximal 30 tahun utama alam bidang purchasing minimal  2 tahun mampu operasi ms office word excel milik mampu cari negosiasi seleksi supplier milik mampu buat lapor hari minggu atau bulan loyal disiplin detail hardworker komunikatif kerja individu maupun team full-time position s available apply until 03 april 2025,asli
admin sales,pt win access telecommunication,kualifikasi  didik d3 s1 mahir guna microsoft excel mampu kelola data filling data rapih milik interpersonal skill baik gabung cepat mampu kerja bawah tekan tempat head office vivo area c pantai indah kapuk jakarta utara tanggung jawab manajemen feedback koordinasi masalah seluruh service center koordinasi laku kontrol arus uang tagih service center laku kontrol evaluasi kualitas layan bersih nyaman seluruh service center laku kerja lain kait maintainance kualitas service center sesuai arah atas,asli
customer services officer,singapore airlines limited,we have a vacancy in juanda international airport sub for the position of customer services officer job specifications executing day to day operational tasks to support the station and team to meet objectives handle flight operations duties including arrivals boarding gate and vip hcip monitoring whilst supervising gha team handle baggage management customer feedback investigations baggage performance invoice verification stpc vendors transportation manage ad hoc delays customer feedback and crisis management situations handle stations admin matter accountable documents stationery office equipment amenities invoice verification work permits insurance office rental generate station reports in relation to individual admin tasks and responsibilities as assigned by station manager qualifications and requirements minimum bachelors degree from reputable university fluent in english must be customer oriented and be able to supervise service partner staff effectively must be well-versed and conversant in customer handling technique traffic and cargo operations procedures general aviation knowledge possess a safety security mindset must be proactive and be able to work independently with minimal supervision must be able to write reports and handle routine correspondence with service partner airport authorities and customers must be a team player and willing to go the extra mile to ensure team dynamics and operational excellence must be willing to work in irregular hours if needed including weekend and public holiday willing to be placed in juanda international airport surabaya,asli
legal corporate secretary supervisor,pt blue bird tbk,job desc  - drafting and reviewing all types of agreements whether standardized or non-standardized to support the companys routine operational activities including preparing memorandums powers of attorney and other legal instruments required for contract execution - preparing board of directors board of commissioners meeting resolutions extraordinary annual general meeting of shareholders gms documents circular resolutions of shareholders amendments to the articles of association changes in directors or board of commissioners members and other necessary documents - maintaining good communication with the companys stakeholders regarding the drafting of deeds and agreements required by the company - conducting legal research and preparing legal memorandums which may include summaries legal due diligence or other analyses based on the companys needs - organizing and maintaining the filing of documents within the legal corporate secretary department - performing other tasks as required by the company requirements  - bachelors degree in law - minimum 1-3 years of work experience in a relevant field related to the required job responsibilities - experience in contract drafting legal drafting and litigation if necessary - strong communication and negotiation skills - detail-oriented and meticulous,asli
hrga executive,pt cahaya pundimas indonusa,requirement didik min s1 management psikologi gpa min 3 0 paham ikut kembang atur undang kait hrga paham iso 9001 2015 jujur logis kreatif inisiatif tinggi kerja mandiri instruksi minimal komunikasi baik jelas segala jelas sedia kerja hari sabtu tempat kerja bandeng jakarta pusat bahasa mandarin jadi nilai tambah job desc kerja kerja kait hrga laku proses rekrutment  screening interview psikotest hiring bawah janitor resepsionis selesai masalah jadi antar karyawan departemen hubung pihak tiga komunikasi bekerjasama tiap departemen bila perlu rekap absensi cuti beli lapor atk rt bpjs sehat bpjs ketenagakerjaan payroll rekap gaji hitung lembur bonus tangan kait asuransi kendara gedung kantor maintain atur jadwal service mesin fotocopy ac butuh gedung cari vendor baru kala komunikasi vendor ada join asap,asli
purchasing admin,iklan anonim,purchasing admin tanggung jawab utama kelola beli supplier hubung jalin kerja sama supplier pasti sedia bahan baku pantau harga promo diskon supplier informasi tim kait laku negosiasi harga pasti beli sesuai standar kualitas usaha proses purchase order po pasti barang terima sesuai pesan jumlah kualitas harga manajemen stok inventaris pantau baru data stok bahan baku kerja sama tim gudang pasti simpan barang kondisi baik susun lapor ada barang kala perlu internal administrasi dokumentasi kelola transaksi beli cocok faktur pasti akurat invoice supplier koordinasi tim uang pasti bayar supplier tepat waktu simpan kelola database supplier dokumentasi beli organisir kualifikasi didik minimal d3 s1 bidang administrasi manajemen jenis alam minimal 1-2 tahun bidang purchasing mahir guna microsoft excel google sheet sistem inventaris teliti milik terampil negosiasi mampu kerja detail sistematis komunikatif mampu koordinasi bagai pihak supplier tim sales uang,asli
hr payroll staff,pt catur elang perkasa,didik minimal d3 jurus akuntansi milik alam bidang hr payroll cb min 1 tahun milik mampu ms excel spreadsheet level intermediate mampu buat dokumen jobdesc milik tahu kait bpjs sehat bpjs ketenagakerjaan milik paham kait uu ketenagakerjaan mampu elo data pph21 teliti integritas tinggi pernah milik riwayat catat kriminal tempat pondok labu jakarta selatan,asli
purchasing,pt herindo adikarya jaya,tanggung jawab kuasa detail proses sedia ada barang jasa mulai cari tawar hingga pilih supplier vendor laku verifikasi seluruh tawar beri usul pilih barang sesuai kualifikasi kuasa olah data aset manajemen terima minta material team project lapang susun daftar ada barang kategori beli  beli barang jasa beli putus langgan hubung supplier dapat tawar harga menganalisa pilih tawar yg beri supplier yg kualitas baik beri benefit usaha laku negosisasi harga minta tuju proses beli manajemen buat purchase order supplier lacak kirim ecek kualitas barang simpan dokumen upa po inv aju bayar syarat minimal lulus s1 universitas nama jurus akutansi manajemen bisnis  purchasing staff milik alam minimal 2 tahun bidang purchasing konstruksi kuasa software accurate punya problem-solving skill siap kerja bawah tekan utama milik latar belakang manajemen beli kuasa terampil microsoft office mampu baca buat bill of quantity bq bidding purchasing purchase order po laku monitoring mampu laku negosiasi proses tawar milik mampu pimpin baik sedia kerja luar jam kerja normal perlu mampu laku kerja administratif disiplin masuk siap data buat lapor,asli
supervisor produksi,pt gunanusa eramandiri,qualifications experience didik minimal s1 teknik milik min 3 tahun alam bidang produksi hubung kelola pangan milik jiwa leadership tinggi familiar program qcc ss tpm 5r biasa guna qc 7 tools laku proses analisa milik semangat kreativitas tinggi selesai masalah kerja tekan berani terima tantang baru milik pribadi senang kerja kerja cepat tepat familiar guna erp sap tasks responsibilities realisasi planning produksi jadwal ppic laku hitung lapor produktivitas oee reject waste loss time laku hitung analisa waktu kerja manusia mesin terap line balancing area produksi kontrol absensi plotting man power produksi laku problem solving ambil putus mesa jadi shiftnya lapor giat produksi section head produksi kelola system iso 9001 2008 fssc 22 000 2013 dept produksi dukung giat kembang kompetensi karyawan area produksi terap kaizen departemen produksi benefits sempat jadi karyawan tetap,asli
relatioship manager bank bumn,pt prima karya sarana sejahtera,didik minimal s1 semua jurus fresh graduate milik alam bidang marketing perban minimal 2 tahun lebih utama milik mampu komunikasi baik baik verbal tulis maupun nonverbal milik terampil analitis mampu negosiasi kuat milik tahu layan langgan crm customer relationship management utama milik sertifikasi analis kredit manajemen risik,asli
corporate ga security senior supervisor,pt bridgestone tire indonesia,key responsibilities general affair security policy developed implement update and manage all general affair and security policy to ensure both activities in each location are aligned with the procedure general affair contracts manage all ga contracts with third party including the strategy renewal and collaboration with related departments seek possibility to improve services and cost of contract services in ga corporate ga manage and optimize ga budget utilization in all locations through collaboration with hrga managers and implementation of cost efficiency strategy manage kpi achievement in each location and provide necessary support manage all corporate-wide ga activities and collaborate with each location for the implementation e g uniform procurement transportation etc observe ga activity and propose improvement on ga operational to achieve high efficiency process and services excellence organize all corporate-wide event such as sports tournament halal bi halal etc ensure company permitting and licenses is update and recorded corporate security conduct regular security assessment in both plan and surrounding area to identify potential risk and vulnerability develop and maintain relationship with local law enforcement and other related stakeholder such as community and other security professional lead investigation of security incident including work with law enforcement institution when necessary collaborate with other function within bsin to ensure all security measures are integrated into all aspect in operation stay up-to-date with industry trends and best practices in security management ensuring customer and stakeholder satisfaction and engagement providing briefings and reports to security staff and management maintaining operational excellence and service delivery developing strategies to prevent mitigate and respond to threats and risks e g bomb threat demonstrate theft etc managing security risk assessments and supervising incident investigations leading and monitoring the security teams performance coordinating with law enforcement government agencies vendors and other stakeholders participating in special projects related to security business continuity planning assess all ga security related risks and potential threats to the company and create business continuity planning bcp system implement bcp strategy when there are threats to the company such as natural disasters etc develop capability of ga team member to lift up skill and knowledge for sustainability of the operation,asli
production logistic operator,pt glovis indonesia international,tanggung jawab - laku packing barang - antar barang gudang line produksi - pasti kualitas barang kirim line produksi - laku validasi part sesuai list - susun laku tata sesuai prosedur simpan sesuai standar laku gudang - mampu investigasi barang hilang kurang rusak - perhati 5s area - jalan safety baik - laku kaizen syarat - minimum didik sma derajat - komunikasi baik - jujur teliti disiplin orientasi target - kerja bawah tekan - sedia kerja shifting kerja daerah cikarang,asli
customer order management,pt adidas indonesia,purpose mission provide order management and support to the sales team with the objective of achieving organizations sales profit targets and meeting team objectives function provide operational support for customer related functions on ordering tool coordinate and ensure the system is all setup prior to the trade show to submit accurately customer pre-orders in the system to submit clearance orders in the system to process and send out the order confirmations to collect reactively re-orders for customers to adjust order book accordingly if there is a demand the customer to proceed customer order confirmation to communicate cross-functional between department to manage the return request from customer professional background experiences minimum 2 year of experiences in order management inventory management and customer service preferably in apparel fashion fw or fmcg retail industries degree or diploma in logistics management sap and excel is a must,asli
modern trade marketing administration,breylee lanbena,job description assist in the execution of trade marketing campaigns and promotional activities for modern trade channels maintain and update trade marketing databases reports and documentation coordinate with internal teams sales marketing finance supply chain to ensure smooth execution of trade programs collect and compile sales performance data from modern trade accounts prepare and analyze reports on promotions sales trends and competitor activities monitor and track the effectiveness of trade marketing initiatives ensure the availability and distribution of posm banners shelf talkers wobblers etc to modern trade stores maintain stock records for promotional materials and ensure timely replenishment coordinate with vendors or suppliers for posm production and delivery assist in tracking promotional budgets and expenses ensure all promotional claims and invoices are processed accurately and on time support in documentation and administrative tasks related to trade promotions act as a liaison between trade marketing sales and modern trade partners support in scheduling and coordinating meetings presentations and trade marketing events ensure alignment of trade marketing activities with sales and marketing strategies willingness to travel occasionally for store visits or trade events if required job requirements diploma or bachelors degree in business administration marketing or a related field 1-2 years of experience in administrative roles preferably in trade marketing modern trade or retail industry experience in fmcg skincare or beauty industries is a plus ability to manage multiple administrative tasks efficiently proficient in microsoft excel powerpoint and data analysis tools strong interpersonal skills for liaising with internal and external stakeholders ability to handle administrative challenges and find solutions proactively ability to work under deadlines and prioritize tasks effectively proficiency in mandarin is a plus,asli
smelter - warehouseman,pt amman mineral nusa tenggara,responsibility receive incoming materials including unpacking sorting checking and locating items into the warehouse for storage picking and issuing materials as requested by users including re-packing items and delivery on site as required locate and store materials in warehouse racking binning and yard locations carries out bin maintenance and stock control checks ensures warehouse security and maintains work area loading and unloading of goods and materials using materials handling equipment the duties and responsibilities listed above are representative of the nature and level of work assigned and are not necessarily all-inclusive other duties as assigned requirement appropriate license for equipment expertise basic computer skills preferably with experience in ms office and ellipse applications good communication skill both indonesia and english,asli
staff administrasi,cv berkat saintifindo,kualifikasi butuh  didik min d3 semua jurus utama teknik kimia alam min 1 tahun bidang administrasi admin gudang admin sales erti bahasa inggris baik aktif pasif milik mampu analisa baik milik inisiatif tinggi milik mampu komunikasi baik baik lisan maupun tulis aplikasi komputer ms office word excel power point dll kerja mandiri team sedia kerja full time tidak sedang kuliah kerja target sedia tempat medan jakarta,asli
admin purchasing fb,cv miyou yogurt indonesia,deskripsi kerja tanggung jawab atas sedia stok barang kelola dokumen administratif kelola mesan kirim barang awal hingga akhir buat rekap stok jalan pasti barang terima kirim kendala kualifikasi mampu kelola sedia efisien masuk rencana ada pantau stok pasti sedia barang sesuai minta milik mampu administratif kuat masuk kelola dokumen pantau pesan komunikasi pasok efektif mampu komunikasi bagai pihak masuk pasok anggota tim internal departemen kait lain pasti lancar proses beli milik paham baik anggar biaya operasional mampu kelola beli sesuai batas anggar tetap milik terampil guna perangkat lunak platform teknologi guna manajemen beli ada perangkat lunak erp enterprise resource planning sistem manajemen sedia mampu kerja teliti milik teliti tinggi laku tugas administratif kerja mandiri maupun tim utama alam belum posisi administratif beli ada industri fb wfo kalideres jakarta barat,asli
admin sales,pt win access telecommunication,kualifikasi  didik d3 s1 mahir guna microsoft excel mampu kelola data filling data rapih milik interpersonal skill baik gabung cepat mampu kerja bawah tekan tempat head office vivo area c pantai indah kapuk jakarta utara tanggung jawab manajemen feedback koordinasi masalah seluruh service center koordinasi laku kontrol arus uang tagih service center laku kontrol evaluasi kualitas layan bersih nyaman seluruh service center laku kerja lain kait maintainance kualitas service center sesuai arah atas,asli
hr payroll staff,pt catur elang perkasa,didik minimal d3 jurus akuntansi milik alam bidang hr payroll cb min 1 tahun milik mampu ms excel spreadsheet level intermediate mampu buat dokumen jobdesc milik tahu kait bpjs sehat bpjs ketenagakerjaan milik paham kait uu ketenagakerjaan mampu elo data pph21 teliti integritas tinggi pernah milik riwayat catat kriminal tempat pondok labu jakarta selatan,asli
sekretaris direksi,pt sari husada bhakti,kualifikasi usia maksimal 30 tahun didik min d3 sekretariat  administrasi  manajemen tampil rapi profesional milik alam min 2 tahun sekretaris buka fresh graduate milik mampu interpersonal komunikasi presentasi baik integritas mampu kerja tim maupun individu kuasa ms office paham manajemen file dokumen digital kuasa kelola email sistem komunikasi digital zoom google meet dll sehat jasmani rohani tempat kelapa gading jakarta utara deskripsi kerja jadwal temu  rapat baik internal maupun eksternal atur jalan dinas akomodasi hadir rapat buat minutes of meeting  koordinasi departemen lain jawab telepon terima tamu usaha siap susun dokumen penting lapor presentasi bagai laku arsip dokumen baik fisik maupun digital laku administrasi support penting direksi usaha jaga rahasia semua informasi oleh lama kerja,asli
administration,pt kb valbury sekuritas,kb valbury sekuritas  a leading financial services firm under kb financial group specializes in brokerage investment banking and capital market advisory with a commitment to growth the company is expanding its operations and enhancing its services to better serve clients across indonesia as part of this growth kb valbury sekuritas is actively seeking talented individuals to join its dynamic teams and contribute to its mission we have several exciting positions available across various functions admin sales in house responsibilities administration process of head office division responsible to input new clients data verification process of new clients data compile every documents related with clients data information and transaction properly qualifications required poses bachelor degree from related business have working experience as an administrator minimum 1 year have an excellent communication and interpersonal skills able to work neatly and well organized especially related with the team data management,asli
compliance officer,pt sinarmas multifinance,pt sinar mas multifinance sedang buka lowong kerja posisi compliance officer  job description 1 laku koordinasi seluruh fungsi department buat bijak usaha masuk sop se memo internal 2 bantu laku sinkronisasi pantau evaluasi giat operasional usaha usaha patuh atur tentu hukum laku 3 bantu laku kece izin usaha usaha laku sesuai sesuai atur tentu hukum laku 4 bantu laku kece tata kelola usaha sesuai atur tentu wajib otoritas jasa uang ojk 5 urus lengkap pasti proses fit and proper test calon direksi dan atau calon komisaris usaha laksana sesuai tentu hukum laku 6 bantu susun lapor kait patuh usaha penuh wajib tetap ojk segera apply kandidat penuh kualifikasi proses laku proses online interview ,asli
purchasing staff,pt chateraise gobel indonesia,requirement  age 24 - 28 years education min diploma degree and bachelor degree all majors have a minimum of 1-3 years experience as a procurement related to the procurement of goods and services fluent in english listening writing and reading mastering ms office programs word excel etc v-lookup and pivotable power point job description  make purchase calculations for operational needs based on store head office needs with applicable provisions compare prices specifications and other costs to see if they are in accordance with the budget and store needs with applicable regulations make purchases of main equipment assets with a long lifespan based on store needs with applicable provisions calculate the costs paid related to the purchase determine the etd eta schedule according to store needs negotiation regarding prices based on budget and verifying specifications requested by the user or requestor make reports on all purchases related to store and head office operational needs make a purchase list and outstanding payment data every month documenting in the company asset book or pt chateraise gobel indonesia company asset data file,asli
junior staff data analyst,pt niterra mobility indonesia,job qualification minimal diploma degree from any major minimal 1 years of experience as data analyst demonstrate advance ms office capability especially ms excel power point good analytical capability high attention to detail and concern on data accuracy self starter good interpersonal and communication skill job description manage customers claim complaint database collect customer survey data and do analysis perform analysis on current sales and project and provide initiation and idea to management input sales database and sales project actualization support offline activities if needed,asli
accounting staff,pt plaza nusantara realti,responsible for data update on exchange rate daily weekly exchange rate responsible to do stock opname on petty cash and tenant vouchers shopping mall office tower input parking income and plaza indonesia gift voucher for office tower prepare journal of accrual parking and pi gift voucher delivering financial information related to fixed asset by preparing fa commercial fiscal gain or loss assets sale working paper prepare notes for plaza indonesia realtys financial statement responsible for bank reconciliation and payment request specification bachelor degree graduate in accounting experience in finance - accounting min 2 years preferably in retail industry prior experience in reporting assisting with audits and budgeting process reconciling accounts - or experience in kap monthly bank reconciliation experience is highly desired experience and familiar with microsoft excel or any finance accounting system,asli
operator welder las,pt basic international sumatera,tugas tanggung jawab  proses kelas  laku proses kelas bagai metode sesuai standar tetap pasti kelas laku presisi kualitas sesuai spesifikasi teknis ada atur parameter mesin las arus tegang cepat kelas pasti hasil optimal siap atur material  siap bahan material perlu kelas masuk pilih jenis kawat las elektroda alat lain pasti kondisi material misal besi baja alumunium siap proses kelas periksa bersih halus muka pelihara alat  rawat pelihara alat las mesin las elektroda alat dukung lain tetap kondisi baik aman guna laku periksa rutin alat las cegah rusa celaka kerja kece kendali kualitas  laku kece kualitas hasil las sambung las sesuai standar usaha spesifikasi klien laku baik temu rusa kurang hasil las aman selamat kerja  pasti area kerja bebas bahan sebab bahaya bakar celaka kerja ikut prosedur selamat kerja laku usaha dokumentasi lapor  buat lapor hari kena progres kerja material guna masalah teknis hadap lama proses kelas catat hasil periksa kualitas awat alat laku kerja sama tim  kerja sama rekan kerja sampai informasi masalah kait kelas perlu atas supervisor bagi kait tingkat terampil  terus tingkat terampil kelas ikut latih sertifikasi relevan ajar teknologi baru teknik kelas tingkat kualitas efisiensi kerja kualifikasi  didik minimal smk teknik mesin teknik las relevan alam minimal 1-2 tahun bidang kelas milik mampu baca gambar teknik ikut instruksi baik mampu operasi bagai jenis mesin las paham standar selamat kerja mampu aplikasi lapang milik sertifikat las jadi nilai tambah terampil perlu  mampu teknis kelas teliti cermat kerja mampu kerja bawah tekan penuh deadline produksi mampu komunikasi baik kerja tim,asli
purchasing officer,pt ancara logistics indonesia tbk,responsibilities  send price request for goods services to vendors and compare prices in accordance to company standard create purchase orders based on the approved bid tabulation results and ensure the selected vendors receive and process the purchase order documents ensure the goods services purchased in accordance with the purchase order documents make request for funds to the finance department for vendors who use cash payment schemes responsible for administrative activities and document storage in the purchasing section requirements  min bachelors degree in any major fresh graduate or have min 1-3 years experience in the same field excellent in ms office understand statistics have strong negotiation skills with supplier location based in samarinda,asli
production staff - retort,pt aneka tuna indonesia,pt aneka tuna indonesia is one of the most prominent tuna processing company in indonesia providing the best tuna quality for decades location in gempol pasuruan east java now seeking potential candidates to fill position as production staff - retort general qualification  bachelor degree of electrical engineering mechanical engineering industrial engineering or related major minimum 2 year in production especially in retort autoclave pressure vessel area at manufacturing company willing to be placed in gempol plant pasuruan behavioral competence  team work cooperation problem solver planning organizing strategic orientation achievement oriented analytical conceptual thinking skill competence  have knowledge of retort autoclave pressure vessel process have knowledge of high temperature sterilization process have knowledge of food canning process good leadership skills good interpersonal skills proficient in ms office good in english competency oral and written job description checking and verifying the retort area monitoring the sterilization process supervise the performance of the team,asli
admin service lead,pt apex nusantara indo,handling and maintaining clients handling social media accoiunts office admin preparing excel reports and power point presentations good communication and negotiation skills proficient working knowledge of word excel and powerpoint,asli
personal assistant,pt inti nusa cordian,personal assistant  jadi tangan kanan eksekutif kelola agenda komunikasi bagai tugas administratif pasti efektivitas operasional hari atur jadwal agenda eksekutif masuk rapat jalan bisnis acara penting siap dokumen lapor presentasi bisnis eksekutif kelola nyaring komunikasi lalu email telepon korespondensi lain koordinasi tim internal pihak eksternal kait butuh operasional laku riset analisis data beri insight relevan eksekutif pasti rahasia informasi bisnis putus strategis tetap jaga tindak hubung eksekutif bagai mang penting laku tugas lain butuh dukung lancar kerja eksekutif sedia kerja lembur butuh qualifications requirements alam minimal 5 tahun personal assistant executive assistant mahir microsoft office aplikasi produktivitas lain  fasih bahasa inggris lisan tulis milik terampil komunikasi interpersonal luar biasa  mampu kerja lingkung dinamis tuntut cepat tinggi  detail-oriented multitasking mampu kerja mandiri inisiatif tinggi  sedia kerja luar jam kerja perlu milik fleksibilitas tinggi  milik kendara pribadi sedia pergi butuh ,asli
accounting staff,pt plaza auto prima,laku periksa jurnal posting bk kelola faktur pajak laku proses batal maupun revisi faktur pajak buat jurnal memo sistem ax laku lapor pph 22 pph23 pph 4 ayat 2 pph 25 buat lapor ppn laku kece refund leasing perushaan laku buat bk kualifikasi kerja usia maksimal 27 tahun didik minimal s1 akuntansi ipk minimal 3 00 wajib kuasa ms office utama ms excel teliti cekat energik mampu kerja team individu kuasa neraca lapor laba rugi jurnal tempat jakarta selatan,asli
admin teknik project,pt cakratek buana amerta,kualifikasi w a n i t a usia maksimal 35 tahun didik d3 s1 teknik sipil accounting manajemen uang alam bidang sama jadi nilai plus alam kerja bidang kontraktor jadi nilai plus laku cost control rab project guna material laku monitoring update analisa time schedule project kurva s guna ms project autocad guna microsoft office spreadsheet jujur ulet teliti sedia tempat karawang tanggung jawab siap mengupdate arsip dokumen proyek monitoring schedule progres proyek buat aju butuh material buat purchase order do butuh proyek buat aju operasional mandor proyek kontrol input progress volume guna material proyek check input opname minggu cost control proyek finance project buat berita acara eksternal control status progress bast laku koordinasi project manager pasti laksana kerja sesuai rencana standart mutu,asli
warehouse head,daya group,job descriptions to analyze and solve daily problem in the warehouse area to supervise all team member comply to sop and safety protocol manage receiving and delivering process effectively maintain database to keep updated make daily report  stock level delivery schedules defect stock finance expenditure develop team member through couching counseling to meet the competencies required conducting improvement activities to make all daily operation process efficient and effective qualifications bachelor degree from supply chain management or logistic management have 4 years working experience as warehouse supervisor have strong knowledge in logistic management and supply chain management good in analytical thinking excellent in maintaining coordination across functions strong in leadership willing to located in bandung or bandung barat,asli
